PLACE_NAME,PROJECT_NAME,Location_Type,Housing_Type,RB Division,Status,Owned,Managed,Developed,YARDI Property Code_2 ,YARDI Job Code_2,ADDRESS,Borough,Boro_code_2,BLOCK,BLOCK_mapping,LOT,BBL,BBL_mapping,BIN,TOTALUNITS,Total Unit PROJECT_2,OWNER_ENTITY,Ownership %_2,Housing_Services, Tax Credit_2 , Tax Credit Y/N , Section 8 Type , Section 8 Y/N , 610 Y/N , Our Role_2 ,Housing Type_2,Agency_2,Program Contact_2,Development Type aka Category_2,Systems Replaced_2,Construction Start Date_text,Construction Start Date_2,Construction Completion Date_text,Construction Completion Date_2,Permanent Loan Conversion Date_text,Permanent Loan Conversion Date_2,Dates of Management From_text,Dates of Management From _2,Dates of Management To_text,Dates of Management To _2,AMI/Populations served _2,Occupied or Vacant during construction _2, Total Construction Cost_Text , Total Construction Cost_PROJECT_2 , Total Development Cost_text , Total Development Cost_PROJECT_2 ,Acquisition date_text,Acquisition date _2,Construction Lender_2,Public or Private Perm Lender_2,Maturity Date,Partners_2,HUD FHA#_2,NYS Tax Credit BIN #_2,LIHTC Syndicator_2,BIN_properties,HPD/HDC Loan #,SHARS_properties,DEVEL DEAL TYPE_properties,GOVT PROGRAM_properties,Agency Contact_properties,TDC_properties,TAXCREDIT_properties,TC UNITS_properties,Lead Agency_properties,COMMENT_properties,YEARBUILT_properties,DATE ACQUIRED_properties,DATEMANAGED_properties,CONST COMPLETED DATE_properties,PERM CONVERSION DATE_properties,FAR_properties,MAXFAR_properties,BUILTFAR_properties,AVAILFAR_properties,BLDGSOWNED,BLDGSMNGED,BLDGS DEVD,BLDGSQFT_properties,ZONISQFT_properties,LOTSQFT_properties,,OTHRSQFT_properties,PARKING_properties,STORIES_properties,SUPUNITS_properties,TOTALUNITS_properties,UNITSOWNED_properties,UNITSMNGED_properties,UNITSSERVICED_properties,MNGEDONLY_properties,LIHTCUNITS_properties,PBVUNITS_properties,COMMSPACES_properties,4BR_properties,3BR_properties,2BR_properties,1BR_properties,0BR_properties,RBDEPTNUM_properties,REGISTRATION_properties,Commercial Unit,Address_commercial,Owner/Entity_commercial,Tenant's Name or Leasee_commercial,Lessee Type_commercial,% RB Ownership_commercial,Permitted Use_commercial,Actual Use_commercial,Comm SqFt Leased_commercial,Current Yardi    T-Code_commercial,Address_program,Division_program,Senior Center name_program,Senior Center director_program,Programs_program,AKA_program
Rooftop Antenna,Our Lady of Lourdes,Roof Antenna,non-housing,Housing,Operational,Owned,Not managed,,,,1875 Broadway Brooklyn NY 11207,Brooklyn,3,3468,3468,65,3034680065,3034680065,3418432,0,,Our Lady of Lourdes Apartments HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,1875 Broadway,OLL Apts. LLC,Internet Service Provider,RB Affiliate,45%,Antenna,Antenna on Roof Top,,,,,,,,
RiseBoro - LEAP Offices,Our Lady of Lourdes,RB Service Site,non-housing,Empowerment,Operational,Owned,Not managed,,,,7 DeSales Place Brooklyn NY 11207,Brooklyn,3,3468,3468,65,3034680065,3034680065,3418432,0,,Our Lady of Lourdes Apartments HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,7 De Sales,OLL Apts. LLC,RiseBoro - LEAP,RB Affiliate,45%,community,social services,"5,050",,,,,,,
Our Lady of Lourdes,Our Lady of Lourdes,Residential,Multi-Family,Housing,Operational,Owned,Not managed,Developed,ourlady,,11 DeSales Place Brooklyn NY 11207,Brooklyn,3,3468,3468,50,3034680050,3034680050,3326478,14,76,Our Lady of Lourdes Apartments HDFC,45%,NYSSHP, LIHTC ,,,,, D , RH , HCR ,, SR , All ,8/31/2015,8/31/2015,11/30/2017,11/30/2017,11/20/2019,11/20/2019,8/18/2015,8/18/2015,2024,1/1/2024,"Multi-Family: Extremely-Low to Low Income, Veterans Set-Aside",," $ 22,640,848.00 "," $ 22,640,848.00 "," $ 30,183,966.00 "," $ 30,183,966.00 ",8/18/2015,8/18/2015,BoA,HPD&HTF,,Georgica Green Ventures,,,Raymond James,3326478,,20136054,New Construction,"HCR, HPD ELLA",,,HCR 9% LIHTC,,,,2018,8/20/2015,8/20/2015,,,,,,,1,0,1,,,,0,,,3,0,14,14,0,,,,,0,0,0,0,12,2,,,,,,,,,,,,,,,,,,
Our Lady of Lourdes,Our Lady of Lourdes,Residential,Multi-Family,Housing,Operational,Owned,Not managed,Developed,ourlady,,1875 Broadway Brooklyn NY 11207,Brooklyn,3,3468,3468,65,3034680065,3034680065,3418432,18,76,Our Lady of Lourdes Apartments HDFC,45%,NYSSHP, LIHTC ,,,,, D ," RH, CF ", HCR ,, SR , All ,8/31/2015,8/31/2015,11/30/2017,11/30/2017,11/20/2019,11/20/2019,8/18/2015,8/18/2015,2024,1/1/2024,"Multi-Family: Extremely-Low to Low Income, Veterans Set-Aside",," $ 22,640,848.00 "," $ 22,640,848.00 "," $ 30,183,966.00 "," $ 30,183,966.00 ",8/18/2015,8/18/2015,BoA,HPD&HTF,,Georgica Green Ventures,,,Raymond James,3418432,,20136054,New Construction,"HCR, HPD ELLA",,,HCR 9% LIHTC,,,,2018,8/20/2015,8/20/2015,,,,,,,1,0,1,,,,0,,,8,0,18,18,0,,,,,1,0,12,6,0,0,,,,,,,,,,,,,1875 Broadway,Empowerment,,,Brownsville Homebase; Home 4 Good; Legal Services LEAP; LEAP - HPLP; Financial Coaching; Rising Stars; NYSERDA,
Our Lady of Lourdes,Our Lady of Lourdes,Residential,Multi-Family,Housing,Operational,Owned,Not managed,Developed,ourlady,,21 DeSales Place Brooklyn NY 11207,Brooklyn,3,3468,3468,50,3034680050,3034680050,3427003,44,76,Our Lady of Lourdes Apartments HDFC,45%,NYSSHP, LIHTC ,,,,, D , RH , HCR ,, SR , All ,8/31/2015,8/31/2015,11/30/2017,11/30/2017,11/20/2019,11/20/2019,8/18/2015,8/18/2015,2024,1/1/2024,"Multi-Family: Extremely-Low to Low Income, Veterans Set-Aside",," $ 22,640,848.00 "," $ 22,640,848.00 "," $ 30,183,966.00 "," $ 30,183,966.00 ",8/18/2015,8/18/2015,BoA,HPD&HTF,,Georgica Green Ventures,,,Raymond James,3427003,,20136054,New Construction,"HCR, HPD ELLA",,,HCR 9% LIHTC,,,,2018,8/20/2015,8/20/2015,,,,,,,1,0,1,,,,0,,,6,1,44,44,0,,,,,0,0,10,8,11,15,,,,,,,,,,,,,,,,,,
Plaza de los Ancianos ,Plaza de los Ancianos,Residential,Senior,Housing,Operational,Owned,Managed,Developed,plazanc2,,297 Wilson Avenue Brooklyn NY 11237,Brooklyn,3,3307,3307,4,3033070004,3033070004,3346536,95,95,Plaza de los Ancianos HDFC,100%,HUD 202,  202 ,,,,, D , RH , HUD   ,, NC , All ,1/7/1994,1/7/1994,3/1/1997,3/1/1997,3/1/1997,3/1/1997,1/7/1994,1/7/1994, present ,7/16/2026,HUD 202 Seniors,Occupied*," $ 7,820,000.00 "," $ 7,820,000.00 "," $ 8,500,000.00 "," $ 8,500,000.00 ",1/7/1994,1/7/1994,HUD,HUD  ,,RB Only,012-EE-026,,N/A,3346536,,,Preservation Rehab,HUD 202,,,HUD 202,,,,1997,3/1/1997,3/1/1997,,,,,,,1,1,1,84328,,,0,,,8,1,95,95,95,,,,,0,0,0,1,68,26,56,377582,,,,,,,,,,,"297 Wilson Avenue, Brooklyn NY 11221",Supportive Services,,,Supportive Senior Services 202 Buildings ,Plaza de Los Ancianos
Plaza de los Ancianos - Parking Lot,Plaza de los Ancianos,Parking Lot,non-housing,Housing,Operational,Owned,Managed,,,,297 Wilson Avenue Brooklyn NY 11237,Brooklyn,3,3307,3307,4,3033070004,3033070000,3346536,0,0,Plaza de los Ancianos HDFC,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346536,,,Preservation Rehab,,,,None,,,,1997,3/1/1997,3/1/1997,,,,3.9,6.64,-2.74,0,0,,0,,5248,,,16,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,128 Suydam Street Brooklyn NY 11221,Brooklyn,3,3217,3217,18,3032170018,3032170018,3073103,4,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3073103,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4650,,,0,,,3,,4,4,4,,,,,0,1,1,0,2,0,3,313875,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,135 Bleecker Street Brooklyn NY 11221,Brooklyn,3,3297,3297,51,3032970051,3032970051,3075410,4,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3075410,,,Preservation Rehab,,,,None,,,,2007,9/22/2006,9/22/2006,,,,,,,1,1,1,5600,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,3,345256,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,1424 Dekalb Avenue Brooklyn NY 11237,Brooklyn,3,3246,3246,16,3032460016,3032460016,3073823,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3073823,,,Preservation Rehab,,,,None,,,,2007,9/22/2006,9/22/2006,,,,,,,1,1,1,4033,,,0,,,3,,5,5,5,,,,,0,0,1,0,4,0,3,357810,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,1516 Jefferson Avenue Brooklyn NY 11237,Brooklyn,3,3393,3393,43,3033930043,3033930043,3078124,6,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3078124,,,Preservation Rehab,,,,None,,,,2009,9/22/2006,9/22/2006,,,,,,,1,1,1,5518,,,0,,,3,,6,6,6,,,,,0,0,0,4,2,0,3,313547,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,181 Stanhope Street Brooklyn NY 11237,Brooklyn,3,3257,3257,43,3032570043,3032570043,3074160,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3074160,,,Preservation Rehab,,,,None,,,,2010,9/22/2006,9/22/2006,,,,,,,1,1,1,4243,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,3,364290,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,194 Jefferson Street Brooklyn NY 11206,Brooklyn,3,3173,3173,22,3031730022,3031730022,3072281,4,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072281,,,Preservation Rehab,,,,None,,,,2009,9/22/2006,9/22/2006,,,,,,,1,1,1,4125,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,3,329590,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,238 Suydam Street Brooklyn NY 11237,Brooklyn,3,3219,3219,21,3032190021,3032190021,3073171,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3073171,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4156,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,3,343102,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,245 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3301,3301,5,3033010005,3033010005,3075469,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3075469,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4275,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,3,340909,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,318 Harman Street Brooklyn NY 11237,Brooklyn,3,3289,3289,19,3032890019,3032890019,3075104,6,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3075104,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4368,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,3,331785,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,320 Grove Street Brooklyn NY 11237,Brooklyn,3,3326,3326,34,3033260034,3033260034,3076145,6,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3076145,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4878,,,0,,,3,,6,6,6,,,,,0,0,0,1,5,0,3,315304,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,432 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3177,3177,12,3031770012,3031770012,3072414,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072414,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4312,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,3,337846,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,434 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3177,3177,13,3031770013,3031770013,3072415,5,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072415,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4312,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,3,330242,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,647 Central Avenue Brooklyn NY 11207,Brooklyn,3,3441,3441,5,3034410005,3034410005,3080001,6,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3080001,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4725,,,0,,,3,,6,6,6,,,,,0,0,0,1,5,0,3,365243,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,76 Starr Street Brooklyn NY 11237,Brooklyn,3,3197,3197,11,3031970011,3031970011,3072724,3,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072724,,,Preservation Rehab,,,,None,,,,2007,9/22/2006,9/22/2006,,,,,,,1,1,1,5825,,,0,,,3,,3,3,3,,,,,0,0,3,0,0,0,3,361979,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,763 Hart Street Brooklyn NY 11237,Brooklyn,3,3219,3219,47,3032190047,3032190047,3073194,6,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3073194,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,4762,,,0,,,3,,6,6,6,,,,,0,0,0,1,5,0,3,340830,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,85 Starr Street Brooklyn NY 11237,Brooklyn,3,3186,3186,47,3031860047,3031860047,3072533,3,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072533,,,Preservation Rehab,,,,None,,,,2007,9/22/2006,9/22/2006,,,,,,,1,1,1,5825,,,0,,,3,,3,3,3,,,,,0,0,3,0,0,0,3,365610,,,,,,,,,,,,,,,,
RBHA,RBHA,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rbha,,99 Central Ave Brooklyn NY 11206,Brooklyn,3,3173,3173,1,3031730001,3031730001,3072263,5,83,RBHA HDFC,100%,, None ,,,,, D , CF , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Commercial,,,,,,,,,,,UHAB,,,N/A,3072263,,,Preservation Rehab,,,,None,,,,2008,9/22/2006,9/22/2006,,,,,,,1,1,1,9419,,,0,,,3,,5,5,5,,,,,0,0,3,0,2,0,3,307168,,,,,,,,,,,,,,,,
My Space Realty,RBHA,Commercial,non-housing,Housing,Operational,Owned,Managed,,rbha,,99 Central Ave Brooklyn NY 11206,Brooklyn,3,3173,3173,1,3031730001,3031730001,3072263,0,83,RBHA HDFC,100%,, None ,,,,, D , Commercial , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Commercial,,,,,,,,,,,UHAB,,,N/A,3072263,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,1,0,0,0,0,0,,,1,99-105 Central Ave AKA 99 Central,RBHA,Level One-BK1 Corp AKA My Space Realty,3rd Party,50%,retail,realty office ,"1,068",,,,,,,
"Van Der Most Modern, Inc",RBHA,Commercial,non-housing,Housing,Operational,Owned,Managed,,rbha,,99 Central Ave Brooklyn NY 11206,Brooklyn,3,3173,3173,1,3031730001,3031730001,3072263,0,83,RBHA HDFC,100%,, None ,,,,, D , Commercial , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Commercial,,,,,,,,,,,UHAB,,,N/A,3072263,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,1,0,0,0,0,0,,,1,99-105 Central Ave aka 105 Central,RBHA,"Van Der Most Modern, Inc.",3rd Party,50%,retail,Furniture Store,1495,,,,,,,
Los Primos Grocery,RBHA,Commercial,non-housing,Housing,Operational,Owned,Managed,,rbha,,99-105 Central Avenue Brooklyn NY 11206,Brooklyn,3,3173,3173,1,3031730001,3031730001,3072263,0,83,RBHA HDFC,100%,, None ,,,,, D , CH , HPD ,, MR ,,,,2014,1/1/2014,,,9/22/2006,9/22/2006, present ,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,,,,,,,,,,,UHAB,,,N/A,3072263,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,1,0,0,0,0,0,,,1,99-105 Central Ave,RBHA,"Hector Monegro, DBA: Los Primos Grocery ",3rd Party,50%,retail,grocery ,962,T9002488,,,,,,
Renaissance Estates,Renaissance Estates,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,renest,,10 Forrest Street Brooklyn NY 11206,Brooklyn,3,3145,3145,100,3031450100,3031450100,3387594,62,62,"Renaissance Estates Apartments, LP",100%,, LIHTC ,,,,, D ," RH, CF ", HCR ,, NC , All ,3/25/2004,3/25/2004,3/1/2006,3/1/2006,3/1/2006,3/1/2006,3/25/2004,3/25/2004, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 11,805,907.00 "," $ 11,805,907.00 "," $ 12,018,000.00 "," $ 12,018,000.00 ",3/25/2004,3/25/2004,SunAmerica,SunAmerica/NorthMarq,,RB Only,,,SunAmerica,3387594,,20020551,New Construction,HCR,,,HPD 9% LIHTC,,,,2006,3/1/2006,3/1/2006,,,,,,,1,1,1,70000,,,0,,,7,1,62,62,62,,,,,1,0,9,34,18,0,9,379574,,,,,,,,,,,,,,,,
RiseBoro - Diana Jones Senior Center,Renaissance Estates,RB Service Site,non-housing,Seniors,Operational,Owned,Managed,,,,"9 Noll St, Brooklyn, NY 11206",,,,,,,3031450100,,0,,"Renaissance Estates Apartments, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3387594,,,New Construction,,,,HPD 9% LIHTC,0,,,2006,3/1/2006,3/1/2006,,,,,,,0,0,,,,,,,,,,0,0,0,,0,,,0,0,0,0,0,0,,,1,9 Noll Street / 10 Forrest,"Renaissance Estates Apartments, LP",RiseBoro - Diana Jones Senior Center ,RB Affiliate,100%,community,social services,"16,700",T0003361,"9 Noll St, Brooklyn, NY 11206",Seniors,Diana Jones,Roxana Morales,Diana H. Jones Older Adult Center,
Rheingold Gardens,Rheingold Gardens,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,,,533 Bushwick Avenue Brooklyn NY 11206,Brooklyn,3,3151,3151,209,3031510209,3031510209,3427342,51,93,"Rheingold Gardens Apartments, LP",,, LIHTC ,,,,, D ," RH, CF ", HCR ,, NC , All ,4/1/2003,4/1/2003,4/1/2005,4/1/2005,4/1/2005,4/1/2005,4/1/2003,4/1/2003, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 16,600,000.00 "," $ 16,600,000.00 "," $ 18,884,170.00 "," $ 18,884,170.00 ",4/1/2003,4/1/2003,SunAmerica,SunAmerica/NorthMarq,,RB Only,,,SunAmerica,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,1,51,51,51,,,,,1,0,33,52,8,0,,,,,,,,,,,,,,,,,,
Rheingold Gardens,Rheingold Gardens,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,rheing,,555 Bushwick Avenue Brooklyn NY 11206,Brooklyn,3,3151,3151,12,3031510012,3031510012,3071908,42,93,"Rheingold Gardens Apartments, LP",100%,, LIHTC ,,,,, D ," RH, CF ", HCR ,, NC , All ,4/1/2003,4/1/2003,4/1/2005,4/1/2005,4/1/2005,4/1/2005,4/1/2003,4/1/2003, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 16,600,000.00 "," $ 16,600,000.00 "," $ 18,884,170.00 "," $ 18,884,170.00 ",4/1/2003,4/1/2003,SunAmerica,SunAmerica/NorthMarq,,RB Only,,,SunAmerica,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,0,,,,,42,42,42,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RiseBoro - HomeCare,Rheingold Gardens,RB Service Site,non-housing,Health,Operational,Owned,Managed,,,,535 Bushwick Avenue Brooklyn NY 11206,Brooklyn,3,3151,3151,209,3031510209,3031510209,3427342,0,0,"Rheingold Gardens Apartments, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,533 Bushwick,Rheingold Gardens Apartments LP,RiseBoro - HomeCare,RB Affiliate,100%,community,social services,"9,638",T0004474,,,,,,
RiseBoro - Administrative Offices,Rheingold Gardens,RB Offices,non-housing,Infrastructure,Operational,Owned,Managed,,,,565 Bushwick Avenue Brooklyn NY 11206,Brooklyn,3,3151,3151,12,3031510012,3031510012,3071908,0,0,"Rheingold Gardens Apartments, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,565 Bushwick,"Rheingold Gardens Apartments, LP",RiseBoro - Administrative Offices,RB Affiliate,100%,community,social services,"3,459",,,,,,,
Rheingold Heights One,Rheingold Heights 1,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,heights1,,87 Melrose Street Brooklyn NY 11206,Brooklyn,3,3151,3151,1101,3031511101,3031511101,3396904,58,58,Rheingold Heights One Associates LP,100%,, LIHTC ,,,,, D ," RH, CF ", HCR ,, NC , All ,12/31/2007,12/31/2007,5/9/2010,5/9/2010,5/9/2009,5/9/2009,12/31/2007,12/31/2007, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 14,609,520.00 "," $ 14,609,520.00 "," $ 18,000,000.00 "," $ 18,000,000.00 ",12/31/2007,12/31/2007,Capital One,Capital One/Hudson,,RB Only,,,Hudson,3396904,,20050235,New Construction,HCR,,,HPD 9% LIHTC,,,,2010,5/1/2010,5/1/2010,,,,,,,1,1,1,58000,,,0,,,7,1,58,58,58,,,,,1,0,6,36,16,0,208,382873,,,,,,,,,,,,,,,,
RiseBoro - Community Affairs Office,Rheingold Heights 1,RB Offices,non-housing,Infrastructure,Operational,Owned,Managed,,,,87 Melrose A aka 85 Melrose,,3,3151,3151,163,3031510163,3031510163,,0,0,Rheingold Heights One Associates LP,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,87 Melrose AKA 85 Melrose,Rheingold Heights I,RiseBoro - Community Affairs Office aka 85 Melrose,RB Affiliate,100%,retail,Office - CA,"2,200",,85 Melrose,Empowerment,,,Neighborhood 360,
